IDfg,Season,Name,Projected_H,Projected_2B,Projected_3B,Projected_HR,Projected_R,Projected_RBI,Projected_BB,Projected_SH,Projected_SB,Projected_AB,Projected_PA,Projected_AVG,Projected_OBP,Projected_SLG,Projected_OPS,H,1B,2B,3B,HR,R,RBI,BB,SH,SB,wRC,WAR,G,AB,PA,AVG,BB%,OBP,SLG,OPS,ISO,wRAA,wRC+
18568,2023,Luis Arraez,150,26,3,7,73,50,46,0,4,497,549,.302,.362,.408,.770,203,160,30,3,10,71,69,35,1,3,101,3.3,147,574,617,0.354,0.057,0.393,0.469,0.861,0.115,25.9,130
16434,2023,Christian Arroyo,90,19,1,10,41,44,21,2,5,338,368,.266,.319,.417,.736,47,28,16,0,3,23,24,7,1,1,18,-0.3,66,195,206,0.241,0.034,0.268,0.369,0.638,0.128,-7.5,65
18821,2023,JosÃ© Azocar,71,13,3,5,35,24,21,1,6,283,308,.251,.305,.371,.676,21,13,6,0,2,16,9,4,5,8,9,-0.1,55,91,102,0.231,0.039,0.278,0.363,0.641,0.132,-3.2,77
22168,2023,Akil Baddoo,79,13,4,8,46,34,34,0,12,322,359,.245,.318,.385,.703,68,43,13,1,11,40,34,42,2,14,38,0.8,112,312,357,0.218,0.118,0.31,0.372,0.682,0.154,-5.7,89
18030,2023,Harrison Bader,91,17,2,11,47,42,26,0,12,362,397,.251,.311,.401,.711,74,53,12,2,7,44,40,17,1,20,28,1.0,98,319,344,0.232,0.049,0.274,0.348,0.622,0.116,-13.6,68
23818,2023,Ji Hwan Bae,52,11,1,5,26,26,17,0,5,196,219,.265,.335,.408,.743,77,56,17,2,2,54,32,30,3,24,31,-0.1,111,334,371,0.231,0.081,0.296,0.311,0.608,0.081,-14.3,65
12979,2023,Javier BÃ¡ez,124,22,3,20,65,68,27,0,11,510,550,.243,.290,.416,.706,113,82,18,4,9,58,59,24,0,12,40,0.8,136,510,547,0.222,0.044,0.267,0.325,0.593,0.104,-26.2,63
19768,2023,Rylan Bannon,45,9,1,5,22,21,16,0,3,187,208,.241,.309,.380,.689,0,0,0,0,0,0,0,0,0,0,-1,-0.1,2,6,6,0.0,0.0,0.0,0.0,0.0,0.0,-1.6,-100
12158,2023,Austin Barnes,64,12,0,9,41,35,32,2,4,287,329,.223,.310,.359,.669,32,25,5,0,2,15,11,17,1,2,10,-0.7,59,178,200,0.18,0.085,0.256,0.242,0.498,0.062,-14.8,41
10200,2023,Tucker Barnhart,82,17,0,7,34,37,31,1,1,355,393,.231,.298,.338,.636,22,18,3,0,1,6,9,12,0,1,8,0.2,47,109,123,0.202,0.098,0.285,0.257,0.541,0.055,-7.0,55
23378,2023,Jose Barrero,56,10,1,5,27,24,19,0,5,270,293,.207,.266,.307,.574,29,19,8,0,2,15,17,15,0,3,13,-0.5,46,133,149,0.218,0.1009999999999999,0.295,0.323,0.619,0.105,-5.2,64
21524,2023,Joey Bart,72,11,1,10,41,32,27,0,3,313,346,.230,.303,.367,.670,18,13,5,0,0,9,5,3,0,0,5,0.0,30,87,95,0.207,0.032,0.263,0.264,0.528,0.057,-6.3,48
20157,2023,Matthew Batten,44,9,1,5,22,22,17,0,3,189,211,.233,.305,.370,.675,31,23,6,0,2,19,11,17,1,2,17,0.4,43,120,139,0.258,0.122,0.355,0.358,0.713,0.1,0.3,105
26123,2023,Brett Baty,48,9,1,7,25,25,17,0,3,199,221,.241,.309,.402,.711,75,54,12,0,9,41,34,29,1,2,30,-0.5,108,353,389,0.212,0.075,0.275,0.323,0.598,0.11,-17.1,67
13145,2023,Josh Bell,129,24,2,19,69,70,64,0,1,506,580,.255,.340,.423,.763,135,85,28,0,22,52,74,63,0,0,77,0.4,150,547,617,0.247,0.102,0.325,0.419,0.744,0.172,2.3,103
15998,2023,Cody Bellinger,98,22,2,17,62,59,42,0,10,462,510,.212,.278,.379,.657,153,97,29,1,26,95,97,40,0,20,92,4.4,130,499,556,0.307,0.072,0.356,0.525,0.881,0.218,23.9,136
10264,2023,Brandon Belt,82,15,2,17,47,45,44,0,3,334,387,.246,.343,.455,.798,86,44,23,0,19,53,43,61,0,0,66,2.2,103,339,404,0.254,0.151,0.369,0.49,0.858,0.236,17.0,138
17901,2023,Andrew Benintendi,128,24,2,10,56,57,44,1,8,461,514,.278,.341,.403,.745,147,106,34,2,5,72,45,52,1,13,66,-0.3,151,562,621,0.262,0.084,0.326,0.356,0.682,0.094,-10.0,87
21853,2023,Will Benson,49,9,1,5,27,23,17,1,3,208,231,.236,.304,.361,.665,79,45,15,8,11,51,31,40,0,19,54,1.9,108,287,329,0.275,0.122,0.365,0.498,0.863,0.223,13.9,127
12037,2023,Jon Berti,88,17,2,7,50,34,44,1,25,376,429,.234,.319,.346,.665,114,88,16,3,7,53,33,29,2,16,54,2.1,133,388,424,0.294,0.068,0.344,0.405,0.748,0.111,2.4,101
10028,2023,Christian Bethancourt,84,18,1,11,41,38,20,1,5,342,367,.246,.292,.401,.693,71,44,16,0,11,49,33,13,1,1,27,0.4,104,315,332,0.225,0.039,0.254,0.381,0.635,0.156,-13.0,73
13611,2023,Mookie Betts,134,31,3,26,95,68,55,0,12,507,575,.264,.343,.491,.834,179,99,40,1,39,126,107,96,0,14,141,7.7,152,584,693,0.307,0.139,0.408,0.579,0.987,0.272,56.5,166
19612,2023,Bo Bichette,169,34,1,22,90,86,38,0,16,574,618,.294,.341,.472,.813,175,122,30,3,20,69,73,27,0,5,89,3.9,135,571,601,0.306,0.045,0.339,0.475,0.814,0.168,15.5,124
19252,2023,Cavan Biggio,75,19,1,9,47,36,45,1,5,328,381,.229,.329,.375,.704,68,47,12,0,9,54,40,40,0,5,41,0.9,111,289,338,0.235,0.118,0.34,0.37,0.71,0.135,-0.2,102
7859,2023,Charlie Blackmon,129,22,4,13,61,71,39,2,4,494,547,.261,.323,.401,.724,100,63,24,5,8,57,40,39,0,4,61,0.9,96,359,413,0.279,0.094,0.363,0.44,0.803,0.162,10.8,107
26368,2023,JJ Bleday,59,14,2,8,32,28,33,0,5,280,319,.211,.298,.361,.659,50,29,11,0,10,35,27,42,0,5,32,0.4,82,256,303,0.195,0.139,0.31,0.355,0.666,0.16,-5.4,91
12161,2023,Xander Bogaerts,148,31,1,17,78,68,52,0,8,511,576,.290,.358,.454,.812,170,118,31,2,19,83,58,56,0,19,95,4.6,155,596,665,0.285,0.084,0.35,0.44,0.79,0.154,13.5,119
21618,2023,Alec Bohm,140,23,2,12,67,63,36,0,4,511,557,.274,.323,.397,.720,153,102,31,0,20,74,97,42,0,4,80,1.5,145,558,611,0.274,0.069,0.327,0.437,0.765,0.163,5.5,106
21270,2023,Sean Bouchard,56,12,1,7,27,27,30,0,2,214,249,.262,.357,.425,.783,12,6,2,0,4,11,7,4,0,0,9,0.5,21,38,43,0.316,0.093,0.372,0.684,1.056,0.368,4.1,162
4106,2023,Michael Brantley,100,21,2,8,45,37,32,1,2,352,389,.284,.348,.423,.771,15,11,2,0,2,7,7,2,0,0,6,0.2,15,54,57,0.278,0.035,0.298,0.426,0.724,0.148,-0.5,96
17678,2023,Alex Bregman,125,30,1,18,74,75,66,0,2,487,568,.257,.350,.433,.784,163,106,28,4,25,103,98,92,0,3,108,4.5,161,622,724,0.262,0.127,0.363,0.441,0.804,0.178,19.7,126
25660,2023,Will Brennan,54,9,1,6,26,27,17,0,4,201,223,.269,.333,.413,.746,115,86,24,0,5,41,41,16,0,13,43,0.1,138,432,455,0.266,0.035,0.299,0.356,0.655,0.09,-12.6,80
24703,2023,Jonah Bride,59,10,1,5,30,22,26,1,3,260,294,.227,.307,.331,.638,15,12,3,0,0,9,7,11,1,0,6,-0.3,40,88,106,0.17,0.104,0.286,0.205,0.49,0.034,-7.2,49
19683,2023,Mike Brosseau,63,13,1,10,33,35,25,0,4,264,297,.239,.314,.409,.723,15,9,2,0,4,4,8,4,0,0,7,-0.4,29,73,78,0.205,0.051,0.256,0.397,0.654,0.192,-2.4,74
18171,2023,Seth Brown,104,23,2,22,56,66,42,0,9,460,508,.226,.294,.428,.722,76,42,19,1,14,33,52,30,1,3,40,-0.4,112,343,378,0.222,0.079,0.286,0.405,0.692,0.184,-6.5,91
20536,2023,Vidal BrujÃ¡n,54,11,1,7,29,30,21,0,6,258,284,.209,.271,.341,.612,13,11,2,0,0,14,6,5,1,3,2,-0.7,37,76,84,0.171,0.06,0.241,0.197,0.438,0.026,-7.8,28
15429,2023,Kris Bryant,81,18,1,12,48,37,33,0,4,309,349,.262,.341,.443,.784,70,50,10,0,10,36,31,29,0,0,36,-1.2,80,300,335,0.233,0.087,0.313,0.367,0.68,0.133,-4.6,75
25459,2023,Peyton Burdick,53,11,1,8,26,27,20,0,3,226,251,.235,.304,.398,.702,6,3,2,0,1,4,2,3,0,1,3,-0.2,14,33,37,0.182,0.081,0.27,0.333,0.604,0.152,-1.5,63
22275,2023,Jake Burger,67,14,2,10,33,35,21,1,2,269,296,.249,.311,.428,.738,123,60,28,1,34,71,80,32,0,1,80,2.2,141,492,540,0.25,0.059,0.309,0.518,0.828,0.268,13.7,120
27615,2023,Alec Burleson,49,9,1,6,24,23,19,0,3,204,227,.240,.310,.382,.692,77,48,20,1,8,34,36,23,1,3,37,-0.6,107,315,347,0.244,0.066,0.3,0.39,0.691,0.146,-5.2,88
14161,2023,Byron Buxton,94,20,2,26,63,54,29,0,8,378,416,.249,.313,.519,.831,63,28,17,1,17,49,42,35,0,9,40,0.6,85,304,347,0.207,0.1009999999999999,0.294,0.438,0.731,0.23,-2.1,97
1744,2023,Miguel Cabrera,104,13,0,11,39,55,34,0,2,424,469,.245,.303,.354,.657,86,62,20,0,4,21,34,31,0,0,39,-0.6,98,334,370,0.257,0.084,0.322,0.353,0.675,0.096,-6.0,89
21707,2023,Oswaldo Cabrera,65,13,1,9,34,32,24,1,5,257,286,.253,.319,.416,.736,63,47,11,0,5,35,29,25,3,8,23,-0.9,115,298,330,0.211,0.076,0.275,0.299,0.574,0.087,-17.2,58
19296,2023,Alex Call,57,10,1,8,32,28,24,0,5,236,266,.242,.318,.394,.712,75,52,14,1,8,43,38,53,3,9,40,0.6,128,375,439,0.2,0.121,0.307,0.307,0.614,0.107,-13.9,74
22217,2023,Luis Campusano,49,8,1,6,23,23,17,0,2,208,229,.236,.297,.370,.667,52,38,7,0,7,27,30,7,0,0,28,1.0,49,163,174,0.319,0.04,0.356,0.491,0.847,0.172,6.6,133
13621,2023,Jeimer Candelario,111,26,3,13,56,54,41,0,1,448,496,.248,.317,.406,.723,127,63,39,3,22,77,70,53,0,8,83,3.2,140,505,576,0.251,0.092,0.336,0.471,0.807,0.22,13.2,118
11445,2023,Mark Canha,111,22,2,13,70,57,55,0,7,452,534,.246,.352,.389,.741,114,77,25,1,11,51,62,49,0,11,68,1.7,139,435,507,0.262,0.0969999999999999,0.355,0.4,0.755,0.138,6.1,111
19983,2023,Conner Capel,54,8,1,7,26,29,19,0,3,206,230,.262,.326,.413,.739,19,14,5,0,0,6,3,12,0,5,11,0.0,32,73,86,0.26,0.14,0.372,0.329,0.701,0.068,0.2,108
14968,2023,Victor Caratini,77,15,0,9,36,43,36,1,2,346,393,.223,.306,.344,.650,52,41,4,0,7,23,25,19,0,1,26,1.1,62,201,226,0.259,0.084,0.327,0.383,0.711,0.124,-1.1,95
20126,2023,Dylan Carlson,113,28,3,12,60,51,45,1,4,449,506,.252,.326,.408,.734,48,34,8,1,5,27,27,26,0,3,26,0.0,76,219,255,0.219,0.102,0.318,0.333,0.651,0.114,-5.4,83
25961,2023,Kerry Carpenter,58,11,1,9,32,26,19,0,2,232,257,.250,.315,.422,.738,116,77,17,2,20,57,64,32,0,6,67,2.1,118,418,459,0.278,0.07,0.34,0.471,0.811,0.194,11.0,123
8090,2023,Matt Carpenter,57,14,1,11,35,39,33,1,2,258,302,.221,.324,.411,.735,33,16,12,0,5,18,31,41,0,1,24,-0.4,76,188,237,0.176,0.173,0.322,0.319,0.641,0.144,-5.1,85
25878,2023,Corbin Carroll,60,15,2,8,30,30,20,0,4,232,258,.259,.327,.444,.771,161,96,30,10,25,116,76,57,6,54,106,5.4,155,565,645,0.285,0.088,0.362,0.506,0.868,0.221,27.8,132
12510,2023,Curt Casali,59,12,1,9,32,32,33,1,2,270,311,.219,.311,.370,.681,14,12,2,0,0,8,6,11,3,0,5,-0.3,40,80,96,0.175,0.115,0.29,0.2,0.49,0.025,-6.4,39
22514,2023,Triston Casas,52,9,1,9,29,29,29,0,3,216,248,.241,.335,.417,.751,113,66,21,2,24,66,65,70,0,0,82,1.7,132,429,502,0.263,0.139,0.367,0.49,0.856,0.226,20.4,130
11737,2023,Nick Castellanos,133,28,1,20,68,71,34,0,5,494,538,.269,.321,.451,.772,170,102,37,2,29,79,106,36,0,11,91,1.3,157,626,671,0.272,0.054,0.311,0.476,0.788,0.204,9.0,109
19906,2023,Diego Castillo,71,16,1,11,36,36,22,0,3,312,342,.228,.284,.391,.675,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,-100
14691,2023,Harold Castro,114,21,2,7,43,48,23,3,2,424,455,.269,.307,.377,.684,65,51,13,0,1,24,31,9,1,1,19,-1.5,99,258,270,0.252,0.033,0.275,0.314,0.589,0.062,-13.5,45
21987,2023,Rodolfo Castro,76,12,3,13,36,36,28,0,5,316,348,.241,.307,.421,.727,48,35,7,0,6,21,24,23,0,1,22,-0.7,92,227,256,0.211,0.09,0.297,0.322,0.618,0.11,-8.8,69
14477,2023,Jake Cave,61,12,3,8,31,31,20,1,3,280,306,.218,.278,.368,.646,39,25,8,1,5,18,21,15,1,3,17,-0.1,65,184,203,0.212,0.074,0.272,0.348,0.62,0.136,-8.0,67
14773,2023,Yu Chang,67,14,2,9,36,36,23,0,2,291,320,.230,.294,.385,.679,17,9,2,0,6,12,18,3,2,4,6,0.0,39,105,112,0.162,0.027,0.2,0.352,0.552,0.19,-7.6,39
16505,2023,Matt Chapman,112,22,2,23,71,68,60,0,3,499,573,.224,.312,.415,.727,122,64,39,2,17,66,54,62,0,4,76,3.0,140,509,581,0.24,0.107,0.33,0.424,0.755,0.185,4.8,110
20454,2023,Jazz Chisholm Jr.,84,15,3,15,52,48,29,1,15,335,371,.251,.315,.448,.763,88,55,12,2,19,50,51,26,1,22,49,1.9,97,352,383,0.25,0.068,0.304,0.457,0.761,0.207,2.2,101
5452,2023,Ji Man Choi,88,23,0,12,44,54,54,0,1,379,440,.232,.330,.388,.718,17,6,5,0,6,12,13,10,0,0,9,-0.5,39,104,117,0.163,0.085,0.239,0.385,0.624,0.221,-5.0,64
20572,2023,Kody Clemens,50,11,1,8,29,31,20,0,3,239,264,.209,.273,.364,.637,32,21,7,0,4,15,13,8,0,0,13,0.0,49,139,148,0.23,0.054,0.277,0.367,0.644,0.137,-4.6,73
20503,2023,William Contreras,95,15,1,17,50,48,39,0,3,363,407,.262,.337,.449,.786,156,100,38,1,17,86,78,63,1,6,94,5.7,141,540,611,0.289,0.103,0.367,0.457,0.825,0.169,19.7,125
11609,2023,Willson Contreras,102,22,1,19,63,55,45,0,5,424,492,.241,.337,.432,.768,113,66,27,0,20,55,67,51,1,6,77,2.7,125,428,495,0.264,0.103,0.358,0.467,0.826,0.203,16.3,127
15279,2023,Garrett Cooper,106,26,2,12,45,52,41,0,2,407,460,.260,.338,.423,.760,106,70,18,1,17,42,61,31,0,0,53,0.4,123,422,457,0.251,0.068,0.304,0.419,0.724,0.168,-2.2,94
14162,2023,Carlos Correa,137,26,1,19,72,67,56,0,1,494,559,.277,.353,.449,.802,118,69,29,2,18,60,65,59,0,0,66,1.8,135,514,580,0.23,0.102,0.312,0.399,0.711,0.169,-4.7,95
5343,2023,Brandon Crawford,109,22,2,15,58,62,42,0,5,430,484,.253,.326,.419,.744,55,36,11,1,7,31,38,28,1,3,24,0.4,94,283,320,0.194,0.088,0.273,0.314,0.587,0.12,-15.5,62
15491,2023,J.P. Crawford,129,26,2,8,65,47,54,1,5,504,570,.256,.334,.363,.697,142,88,35,0,19,94,65,94,3,2,99,4.9,145,534,638,0.266,0.147,0.38,0.438,0.818,0.172,21.5,136
12546,2023,C.J. Cron,131,28,2,25,69,86,48,0,2,508,571,.258,.330,.469,.799,64,40,12,0,12,38,37,17,0,0,32,-0.3,71,258,278,0.248,0.061,0.295,0.434,0.729,0.186,-1.4,84
18036,2023,Jake Cronenworth,134,30,5,16,79,71,55,1,4,531,606,.252,.331,.418,.749,105,64,24,7,10,54,48,46,1,6,56,0.8,127,458,522,0.229,0.088,0.312,0.378,0.689,0.148,-7.5,91
2434,2023,Nelson Cruz,110,17,1,18,58,65,45,0,4,453,512,.243,.316,.404,.720,35,24,5,1,5,9,23,6,0,1,15,-0.3,49,143,152,0.245,0.039,0.283,0.399,0.681,0.154,-3.5,84
21711,2023,Oneil Cruz,85,15,3,15,47,52,30,0,9,348,381,.244,.306,.434,.740,8,6,1,0,1,7,4,7,0,3,5,0.3,9,32,40,0.25,0.175,0.375,0.375,0.75,0.125,0.6,108
7739,2023,Travis d'Arnaud,102,23,1,16,51,56,27,0,2,399,436,.256,.313,.439,.752,60,36,13,0,11,31,39,21,0,0,30,0.7,74,267,292,0.225,0.072,0.288,0.397,0.685,0.172,-5.1,84
19966,2023,Bobby Dalbec,90,16,3,18,48,57,32,0,3,382,422,.236,.301,.435,.736,10,7,2,0,1,6,1,4,0,1,4,-0.2,21,49,53,0.204,0.075,0.264,0.306,0.57,0.102,-2.8,51
16219,2023,J.D. Davis,89,18,1,11,45,40,42,0,2,351,404,.254,.344,.405,.749,119,77,23,1,18,61,69,52,0,1,68,2.1,144,480,546,0.248,0.095,0.325,0.413,0.738,0.165,1.3,103
15794,2023,Yonathan Daza,112,20,2,5,49,40,29,3,2,397,437,.282,.334,.380,.714,20,14,6,0,0,8,7,3,1,1,8,-0.4,24,74,80,0.27,0.038,0.304,0.351,0.655,0.081,-2.1,64
19600,2023,Bryan De La Cruz,96,19,1,12,41,44,27,0,4,366,399,.262,.316,.418,.734,149,98,32,0,19,60,78,40,0,4,71,-0.3,153,579,626,0.257,0.064,0.304,0.411,0.715,0.154,-5.0,90
18015,2023,Paul DeJong,65,12,1,11,36,40,31,0,4,319,359,.204,.284,.351,.635,77,50,13,0,14,41,38,21,0,4,32,0.5,112,372,400,0.207,0.053,0.258,0.355,0.612,0.148,-17.2,65
17350,2023,Rafael Devers,146,35,1,26,79,86,47,0,4,518,573,.282,.347,.504,.851,157,90,34,0,33,90,100,62,0,5,102,3.4,153,580,656,0.271,0.095,0.351,0.5,0.851,0.229,22.2,124
15937,2023,Aledmys DÃ­az,89,19,0,12,40,47,23,0,2,365,395,.244,.296,.395,.691,72,47,20,1,4,25,24,17,1,1,28,-0.4,109,315,344,0.229,0.049,0.28,0.337,0.616,0.108,-14.3,71
11680,2023,Elias DÃ­az,92,19,2,13,43,51,31,0,1,391,428,.235,.295,.394,.689,130,90,25,1,14,48,72,34,0,1,62,0.0,141,486,526,0.267,0.065,0.316,0.409,0.725,0.142,-1.8,83
17922,2023,Isan DÃ­az,44,9,0,5,23,19,22,1,2,201,228,.219,.300,.338,.638,1,1,0,0,0,0,1,2,0,0,-2,-0.4,8,24,26,0.042,0.077,0.115,0.042,0.157,0.0,-5.0,-51
22650,2023,Jordan Diaz,53,11,1,5,24,22,17,0,3,205,226,.259,.320,.395,.715,60,41,9,0,10,20,27,17,0,0,26,-0.7,90,272,293,0.221,0.0579999999999999,0.273,0.364,0.637,0.143,-9.8,77
23003,2023,Yainer Diaz,45,10,1,6,23,23,17,0,3,184,205,.245,.314,.408,.721,100,55,22,0,23,51,60,11,0,0,57,2.5,104,355,377,0.282,0.0289999999999999,0.308,0.538,0.846,0.256,11.0,127
16578,2023,Yandy DÃ­az,124,25,1,11,62,56,66,0,3,459,533,.270,.367,.401,.767,173,116,35,0,22,95,78,65,0,0,115,5.0,137,525,600,0.33,0.108,0.41,0.522,0.932,0.192,41.5,163
10762,2023,Corey Dickerson,92,18,2,8,41,38,24,0,4,356,385,.258,.309,.388,.697,36,26,7,1,2,12,17,7,0,0,13,-0.6,50,144,152,0.25,0.046,0.283,0.354,0.637,0.104,-5.2,72
15214,2023,Brandon Dixon,44,10,1,5,22,22,16,0,3,188,207,.234,.300,.378,.677,16,10,4,0,2,10,9,1,0,1,6,-0.2,33,79,86,0.203,0.012,0.244,0.329,0.573,0.127,-5.0,56
5038,2023,Josh Donaldson,104,24,0,18,60,60,56,0,2,457,527,.228,.316,.398,.714,25,7,5,0,13,18,26,22,0,0,18,0.1,51,165,189,0.152,0.1159999999999999,0.249,0.418,0.667,0.267,-5.3,77
24679,2023,Brendan Donovan,102,20,1,7,56,44,49,1,3,372,434,.274,.372,.390,.762,93,71,10,1,11,48,34,33,1,5,53,1.5,95,327,371,0.284,0.089,0.365,0.422,0.787,0.138,8.1,118
22202,2023,Jeter Downs,47,9,1,6,25,24,16,0,3,200,221,.235,.295,.380,.675,2,2,0,0,0,4,1,4,0,2,2,0.1,6,5,9,0.4,0.444,0.667,0.4,1.067,0.0,1.4,225
15117,2023,Hunter Dozier,104,24,4,13,53,45,40,0,5,456,504,.228,.296,.384,.679,15,10,2,1,2,8,9,8,0,2,6,-0.2,29,82,91,0.183,0.088,0.253,0.305,0.558,0.122,-5.4,47
11615,2023,Brandon Drury,114,25,1,20,65,67,32,0,3,450,493,.253,.310,.447,.756,127,68,30,3,26,61,83,25,0,0,73,2.7,125,485,523,0.262,0.048,0.306,0.497,0.803,0.235,9.0,114
16530,2023,Mauricio DubÃ³n,76,14,1,8,40,36,22,2,4,320,351,.238,.287,.363,.650,130,91,26,3,10,76,46,19,0,7,57,1.9,132,467,492,0.278,0.039,0.309,0.411,0.72,0.133,-3.2,98
23733,2023,Ezequiel Duran,71,14,1,8,36,35,22,0,5,286,310,.248,.305,.388,.694,112,74,22,2,14,55,46,23,1,8,58,1.3,122,406,439,0.276,0.052,0.324,0.443,0.768,0.167,4.3,110
24617,2023,Jarren Duran,69,16,3,7,37,30,21,0,7,295,323,.234,.292,.380,.672,98,54,34,2,8,46,40,24,0,24,55,2.5,102,332,362,0.295,0.066,0.346,0.482,0.828,0.187,10.6,120
10950,2023,Adam Duvall,85,16,1,21,50,61,27,0,3,378,413,.225,.284,.439,.723,79,32,24,2,21,45,58,22,0,4,52,1.5,92,320,353,0.247,0.062,0.303,0.531,0.834,0.284,8.5,116
25055,2023,Nate Eaton,59,11,3,6,31,28,21,1,11,232,261,.254,.320,.405,.726,4,4,0,0,0,2,1,2,0,3,-3,-0.9,28,53,56,0.075,0.036,0.125,0.075,0.2,0.0,-10.1,-54
19470,2023,Tommy Edman,140,30,3,12,79,53,39,1,23,536,584,.261,.317,.396,.712,119,77,25,4,13,69,47,35,3,27,59,2.4,137,479,528,0.248,0.066,0.307,0.399,0.705,0.15,-5.6,92
15082,2023,Adam Engel,76,17,1,8,42,33,21,0,11,316,344,.241,.299,.377,.676,0,0,0,0,0,0,0,0,0,0,-1,-0.2,5,6,6,0.0,0.0,0.0,0.0,0.0,0.0,-1.6,-100
6153,2023,Eduardo Escobar,116,23,4,19,59,66,39,0,2,485,531,.239,.296,.421,.717,65,48,6,5,6,32,31,18,1,2,24,-0.9,100,288,309,0.226,0.0579999999999999,0.269,0.344,0.613,0.118,-13.2,65
19997,2023,Santiago Espinal,116,24,1,7,53,45,36,1,7,427,470,.272,.330,.382,.712,57,41,14,0,2,30,25,18,2,2,24,0.0,93,230,254,0.248,0.071,0.31,0.335,0.644,0.087,-7.0,80
16426,2023,Thairo Estrada,113,20,1,14,62,57,32,1,14,438,484,.258,.322,.404,.726,134,92,26,2,14,63,49,22,0,23,64,3.5,120,495,530,0.271,0.042,0.315,0.416,0.731,0.145,-0.9,100
20321,2023,Stuart Fairchild,56,11,1,8,31,24,20,0,2,230,257,.243,.319,.404,.723,50,27,16,2,5,34,28,25,3,10,30,0.8,97,219,255,0.228,0.098,0.321,0.388,0.71,0.16,-1.3,88
14813,2023,Kyle Farmer,125,23,1,14,56,65,30,1,4,494,544,.253,.311,.389,.700,86,59,14,2,11,49,46,23,0,2,44,1.5,120,336,369,0.256,0.062,0.317,0.408,0.725,0.152,-0.8,100
21840,2023,Freddy Fermin,43,9,1,6,23,21,16,0,3,184,204,.234,.300,.391,.692,61,41,10,1,9,26,32,13,1,0,32,1.8,70,217,235,0.281,0.055,0.321,0.461,0.781,0.18,2.9,107
17992,2023,David Fletcher,93,16,1,4,41,30,21,3,6,354,381,.263,.307,.347,.654,22,19,1,0,2,7,12,7,1,0,8,-0.1,33,89,97,0.247,0.072,0.302,0.326,0.628,0.079,-3.4,70
5827,2023,Wilmer Flores,117,24,1,19,66,64,48,0,2,484,545,.242,.316,.413,.729,115,70,22,0,23,51,60,41,0,0,74,2.3,126,405,454,0.284,0.09,0.355,0.509,0.863,0.225,18.7,134
19151,2023,Estevan Florial,46,9,1,6,25,21,20,0,5,196,220,.235,.314,.383,.696,14,10,3,1,0,5,8,7,0,3,7,0.2,19,61,71,0.23,0.099,0.324,0.311,0.635,0.082,-1.8,80
21538,2023,Nick Fortes,71,11,1,12,46,36,25,0,6,292,323,.243,.313,.411,.724,60,44,10,0,6,33,26,17,3,4,21,0.6,108,294,323,0.204,0.053,0.263,0.299,0.562,0.095,-18.2,51
19260,2023,Jake Fraley,72,13,1,12,41,40,40,1,8,303,350,.238,.331,.406,.737,86,53,18,0,15,41,65,37,0,21,53,1.1,111,336,380,0.256,0.0969999999999999,0.339,0.443,0.783,0.188,6.3,106
17982,2023,Ty France,142,27,1,16,66,70,37,0,1,511,572,.278,.345,.429,.774,147,103,32,0,12,79,58,43,0,1,79,1.2,158,587,665,0.25,0.065,0.337,0.366,0.703,0.116,-2.0,105
23667,2023,Wander Franco,103,23,4,9,58,45,32,0,7,367,403,.281,.339,.439,.778,124,78,23,6,17,65,58,42,0,30,72,4.8,112,442,491,0.281,0.086,0.344,0.475,0.819,0.195,12.4,127
15223,2023,Adam Frazier,132,25,3,7,62,43,42,3,9,510,565,.259,.321,.361,.682,99,63,21,2,13,59,60,32,4,11,49,0.4,141,412,455,0.24,0.07,0.3,0.396,0.696,0.155,-6.0,93
5361,2023,Freddie Freeman,163,34,2,22,99,82,72,0,9,540,624,.302,.387,.494,.882,211,121,59,2,29,131,102,72,0,23,145,7.8,161,637,730,0.331,0.099,0.41,0.567,0.976,0.235,55.9,162
22532,2023,Tyler Freeman,55,10,1,5,28,22,18,0,3,218,243,.252,.321,.376,.697,37,26,7,0,4,20,18,10,2,5,16,0.2,64,153,168,0.242,0.06,0.295,0.366,0.661,0.124,-4.0,83
19522,2023,TJ Friedl,72,14,4,10,42,33,27,0,7,294,333,.245,.316,.422,.738,136,88,22,8,18,73,66,47,8,27,84,3.9,138,488,556,0.279,0.085,0.352,0.467,0.819,0.189,15.8,115
14128,2023,Joey Gallo,76,12,1,22,58,54,65,0,5,395,467,.192,.313,.395,.708,50,19,9,1,21,39,40,48,0,1,41,0.8,111,282,332,0.177,0.145,0.301,0.44,0.741,0.262,0.3,103
19287,2023,Adolis GarcÃ­a,133,28,3,24,73,83,35,0,18,545,591,.244,.293,.439,.732,136,68,29,0,39,108,107,65,0,9,96,4.6,148,555,632,0.245,0.103,0.328,0.508,0.836,0.263,18.8,126
5760,2023,AvisaÃ­l GarcÃ­a,97,15,0,14,46,52,29,0,5,402,442,.241,.302,.383,.685,20,13,3,1,3,8,12,6,0,2,7,-0.5,37,108,118,0.185,0.051,0.241,0.315,0.556,0.13,-7.6,44
20391,2023,Luis GarcÃ­a,105,25,2,9,42,46,20,1,3,389,413,.270,.307,.414,.721,119,88,18,4,9,61,50,27,1,9,50,0.5,122,447,482,0.266,0.0559999999999999,0.304,0.385,0.688,0.119,-8.6,85
