IDfg,Season,Name,Projected_H,Projected_2B,Projected_3B,Projected_HR,Projected_R,Projected_RBI,Projected_BB,Projected_SH,Projected_SB,Projected_AB,Projected_PA,Projected_AVG,Projected_OBP,Projected_SLG,Projected_OPS,H,1B,2B,3B,HR,R,RBI,BB,SH,SB,wRC,WAR,G,AB,PA,AVG,BB%,OBP,SLG,OPS,ISO,wRAA,wRC+
26299,2024,Josh Jung,113,22,2,20,64,64,31,0,4,430,468,.263,.317,.463,.780,47,34,5,1,7,19,16,8,0,4,22,0.3,46,178,188,0.264,0.043,0.298,0.421,0.719,0.157,0.1,102
22558,2024,Jarred Kelenic,87,20,2,14,49,51,41,0,12,381,426,.228,.307,.402,.708,95,60,18,2,15,49,45,32,1,7,47,0.5,131,412,449,0.231,0.071,0.286,0.393,0.679,0.163,-5.8,86
13620,2024,Carson Kelly,63,13,1,8,35,34,30,0,3,274,311,.230,.310,.372,.682,67,48,9,1,9,32,37,25,0,0,35,1.8,91,281,313,0.238,0.08,0.313,0.374,0.687,0.135,-1.5,99
22505,2024,Buddy Kennedy,48,9,2,6,26,26,21,0,3,198,224,.242,.321,.399,.720,4,2,1,0,1,3,6,4,0,1,3,0.2,14,21,26,0.19,0.154,0.308,0.381,0.689,0.19,-0.2,95
12144,2024,Max Kepler,104,21,2,18,65,58,49,0,5,432,490,.241,.322,.424,.746,93,63,21,1,8,43,42,22,0,1,43,1.0,105,368,399,0.253,0.055,0.302,0.38,0.682,0.128,-3.9,94
25813,2024,Grae Kessinger,49,10,1,7,26,23,20,0,4,198,223,.247,.321,.414,.735,0,0,0,0,0,4,0,3,0,0,-1,-0.4,23,21,25,0.0,0.12,0.16,0.0,0.16,0.0,-4.0,-36
11038,2024,Kevin Kiermaier,97,20,4,10,57,42,32,1,12,385,426,.252,.314,.403,.716,51,34,9,3,5,31,26,12,7,6,17,0.3,116,259,281,0.197,0.043,0.237,0.313,0.55,0.116,-15.7,54
27506,2024,Ha-Seong Kim,126,25,2,15,68,60,57,3,23,501,571,.251,.332,.399,.731,94,64,16,3,11,60,47,58,4,22,54,2.6,121,403,470,0.233,0.123,0.33,0.37,0.7,0.136,-0.7,101
16512,2024,Isiah Kiner-Falefa,103,17,1,7,51,42,29,1,16,395,434,.261,.317,.362,.679,125,95,18,4,8,53,43,16,3,11,54,2.1,133,465,496,0.269,0.032,0.306,0.376,0.683,0.108,-4.5,93
20325,2024,Alex Kirilloff,89,17,1,12,42,50,29,0,3,337,375,.264,.331,.427,.758,32,16,8,3,5,20,20,15,0,0,17,-0.3,57,159,178,0.201,0.084,0.27,0.384,0.653,0.182,-4.0,83
22581,2024,Alejandro Kirk,110,19,0,13,48,54,49,0,2,408,465,.270,.353,.412,.764,86,61,19,1,5,23,54,35,0,0,41,2.8,103,340,386,0.253,0.091,0.319,0.359,0.677,0.106,-4.1,94
31166,2024,Heston Kjerstad,49,10,1,8,27,26,19,0,4,194,217,.253,.324,.438,.762,25,19,2,0,4,8,14,10,0,1,15,0.3,39,99,114,0.253,0.088,0.351,0.394,0.745,0.141,1.5,116
19514,2024,Andrew Knizner,72,15,0,9,40,37,28,1,3,314,350,.229,.302,.363,.665,15,13,1,0,1,5,9,1,0,0,1,-0.6,37,90,93,0.167,0.011,0.183,0.211,0.394,0.044,-10.2,6
25867,2024,Ryan Kreidler,45,8,1,6,26,23,17,1,3,194,217,.232,.298,.376,.674,7,6,0,0,1,9,2,6,0,5,1,-0.5,35,59,65,0.119,0.092,0.2,0.169,0.369,0.051,-7.0,9
24610,2024,Steven Kwan,155,29,6,8,84,54,61,1,19,552,623,.281,.355,.399,.753,140,107,16,3,14,83,44,53,2,12,80,4.1,122,480,540,0.292,0.098,0.368,0.425,0.793,0.133,17.1,131
25816,2024,Shea Langeliers,94,21,3,19,51,61,34,1,5,418,460,.225,.288,.426,.713,108,59,18,2,29,58,80,41,0,4,65,2.0,137,482,534,0.224,0.077,0.288,0.45,0.739,0.226,2.2,109
21501,2024,Trevor Larnach,67,15,2,10,39,43,34,0,3,284,324,.236,.321,.408,.729,92,60,17,0,15,59,52,40,0,4,55,1.5,112,355,400,0.259,0.1,0.338,0.434,0.771,0.175,8.3,121
17128,2024,RamÃ³n Laureano,92,21,2,14,53,43,34,0,13,395,440,.233,.309,.403,.712,74,46,16,1,11,35,33,15,0,8,40,0.9,98,286,309,0.259,0.049,0.311,0.437,0.748,0.178,3.5,108
25543,2024,Korey Lee,45,10,1,6,25,26,20,0,4,215,238,.209,.282,.349,.630,79,52,14,1,12,36,37,17,0,6,29,-0.4,125,377,394,0.21,0.043,0.244,0.347,0.591,0.138,-16.8,64
9874,2024,DJ LeMahieu,119,20,1,13,63,47,58,0,4,470,535,.253,.338,.383,.721,41,34,5,0,2,19,26,19,1,0,14,-0.5,67,201,228,0.204,0.083,0.269,0.259,0.527,0.055,-13.1,52
20437,2024,Royce Lewis,85,14,1,16,46,56,27,0,7,293,324,.290,.355,.509,.863,68,36,16,0,16,40,47,28,0,0,40,1.2,82,292,325,0.233,0.086,0.295,0.452,0.747,0.219,1.9,108
12916,2024,Francisco Lindor,138,25,3,25,89,86,58,1,20,540,614,.256,.335,.452,.787,169,96,39,1,33,107,91,56,0,29,110,7.8,152,618,689,0.273,0.081,0.344,0.5,0.844,0.227,29.2,137
27630,2024,Nick Loftin,57,12,2,6,31,30,19,0,6,210,234,.271,.338,.433,.771,28,23,4,0,1,15,14,19,1,1,11,-0.2,57,148,171,0.189,0.111,0.282,0.236,0.519,0.047,-9.4,50
19339,2024,Nicky Lopez,86,13,3,3,47,30,31,6,12,336,379,.256,.324,.339,.664,96,80,12,3,1,40,21,37,6,5,40,0.9,124,398,445,0.241,0.083,0.312,0.294,0.606,0.053,-12.5,77
19339,2024,Nicky Lopez,86,13,3,3,47,30,31,6,12,336,379,.256,.324,.339,.664,96,80,12,3,1,40,21,37,6,5,40,0.9,124,398,445,0.241,0.083,0.312,0.294,0.606,0.053,-12.5,77
19608,2024,Otto Lopez,48,9,1,6,24,26,18,0,4,179,201,.268,.340,.430,.770,109,79,23,1,6,49,39,25,2,20,48,2.5,117,403,434,0.27,0.0579999999999999,0.313,0.377,0.69,0.107,-2.7,91
19608,2024,Otto Lopez,48,9,1,6,24,26,18,0,4,179,201,.268,.340,.430,.770,109,79,23,1,6,49,39,25,2,20,48,2.5,117,403,434,0.27,0.0579999999999999,0.313,0.377,0.69,0.107,-2.7,91
18882,2024,Brandon Lowe,93,19,1,21,61,63,47,0,6,388,445,.240,.329,.456,.785,94,51,19,3,21,56,58,33,0,5,58,2.2,107,385,425,0.244,0.078,0.311,0.473,0.783,0.229,8.4,123
19953,2024,Josh Lowe,119,29,2,16,64,66,35,1,23,431,470,.276,.332,.464,.796,85,54,19,2,10,37,34,32,0,25,42,1.0,106,353,387,0.241,0.083,0.302,0.391,0.693,0.15,-3.6,98
19566,2024,Nathaniel Lowe,152,29,3,20,76,73,68,0,4,552,627,.275,.358,.447,.805,129,96,16,1,16,62,69,71,0,2,78,2.8,140,486,565,0.265,0.126,0.361,0.401,0.762,0.136,12.3,121
25616,2024,Marco Luciano,51,11,1,6,27,23,22,0,5,198,223,.258,.336,.414,.750,16,10,5,1,0,10,3,5,0,0,5,-0.7,27,76,81,0.211,0.062,0.259,0.303,0.562,0.092,-4.0,59
18123,2024,Nathan Lukes,47,9,2,6,27,24,20,0,4,191,216,.246,.321,.408,.729,23,16,4,2,1,13,10,10,2,1,14,0.7,22,76,91,0.303,0.11,0.371,0.447,0.818,0.145,3.0,132
19955,2024,Gavin Lux,58,10,3,5,33,27,25,0,4,220,247,.264,.339,.405,.743,110,74,24,2,10,59,50,44,0,5,57,1.5,139,439,487,0.251,0.09,0.32,0.383,0.703,0.132,-0.2,100
11493,2024,Manny Machado,138,26,1,26,78,87,52,0,8,505,565,.273,.340,.483,.824,163,104,30,0,29,77,105,45,0,11,90,3.6,152,593,643,0.275,0.07,0.325,0.472,0.797,0.197,15.3,122
20521,2024,Nick Madrigal,90,17,2,5,43,34,22,3,8,337,370,.267,.324,.374,.698,19,16,3,0,0,5,10,4,1,1,6,-0.7,51,86,94,0.221,0.043,0.28,0.256,0.535,0.035,-4.9,57
13355,2024,Luke Maile,68,16,0,8,33,35,26,1,4,285,320,.239,.311,.379,.690,24,18,4,0,2,8,8,13,1,2,9,-0.7,55,135,154,0.178,0.084,0.268,0.252,0.52,0.074,-8.6,45
6887,2024,MartÃ­n Maldonado,76,14,1,15,43,44,35,5,2,393,441,.193,.267,.349,.616,16,9,3,0,4,9,11,8,3,0,2,-1.5,48,135,147,0.119,0.054,0.174,0.23,0.403,0.111,-15.2,11
21646,2024,Rafael MarchÃ¡n,46,9,1,6,25,23,17,0,4,179,200,.257,.327,.419,.746,15,8,4,0,3,8,6,3,1,0,10,0.6,17,51,56,0.294,0.054,0.345,0.549,0.894,0.255,3.2,146
14712,2024,Manuel Margot,97,20,2,8,47,50,29,0,10,369,404,.263,.319,.393,.712,75,53,17,1,4,37,31,21,1,5,31,-0.2,129,315,343,0.238,0.061,0.289,0.337,0.626,0.098,-9.4,79
25505,2024,Cade Marlowe,56,10,2,8,33,30,25,0,7,222,250,.252,.332,.423,.755,2,2,0,0,0,1,0,1,0,0,1,0.0,8,8,9,0.25,0.111,0.333,0.25,0.583,0.0,-0.3,82
20202,2024,Brandon Marsh,113,23,5,12,57,57,46,2,11,428,482,.264,.339,.425,.764,104,68,17,3,16,55,60,50,1,19,62,2.4,135,418,476,0.249,0.105,0.328,0.419,0.747,0.17,6.0,108
13613,2024,Ketel Marte,138,33,5,19,78,69,58,0,7,513,581,.269,.347,.464,.810,147,86,23,2,36,93,95,65,0,7,106,6.3,136,504,583,0.292,0.111,0.372,0.56,0.932,0.268,37.9,151
26517,2024,Noelvi Marte,67,13,1,8,34,33,22,0,9,236,262,.284,.351,.449,.800,48,35,9,0,4,24,18,9,0,9,15,-1.5,66,229,242,0.21,0.037,0.248,0.301,0.549,0.092,-13.2,46
9241,2024,Starling Marte,105,17,2,11,58,45,27,1,25,382,421,.275,.337,.416,.753,90,67,13,3,7,46,40,27,3,16,44,0.6,94,335,370,0.269,0.073,0.327,0.388,0.715,0.119,0.9,104
24451,2024,J.P. MartÃ­nez,49,9,1,7,29,26,18,0,4,199,222,.246,.311,.407,.718,2,1,1,0,0,2,0,0,0,1,0,0.0,7,10,10,0.2,0.0,0.2,0.3,0.5,0.1,-0.8,32
12005,2024,Nick Martini,54,10,1,10,29,32,20,0,3,213,240,.254,.324,.451,.774,31,20,4,2,5,23,24,9,0,1,15,-0.5,52,146,163,0.212,0.055,0.272,0.37,0.641,0.158,-4.1,71
27684,2024,Michael Massey,100,19,1,14,46,53,28,2,8,410,450,.244,.301,.398,.698,86,53,17,2,14,45,45,15,2,1,43,1.5,100,332,356,0.259,0.042,0.294,0.449,0.743,0.19,1.8,102
20017,2024,Miles Mastrobuoni,61,11,1,6,38,23,24,2,14,247,276,.247,.318,.372,.690,19,16,3,0,0,9,4,7,0,2,4,-0.4,50,98,106,0.194,0.066,0.245,0.224,0.47,0.031,-8.2,36
17273,2024,Jorge Mateo,90,20,3,11,57,42,26,3,29,391,428,.230,.283,.381,.664,44,23,14,2,5,30,18,10,2,13,20,0.8,68,192,208,0.229,0.048,0.267,0.401,0.668,0.172,-4.1,87
21635,2024,Nick Maton,69,14,1,11,42,44,39,1,4,308,355,.224,.316,.383,.700,0,0,0,0,0,0,0,0,0,0,-1,-0.1,5,5,5,0.0,0.0,0.0,0.0,0.0,0.0,-1.2,-100
26467,2024,Luis Matos,77,17,1,7,37,30,28,2,6,293,327,.263,.334,.399,.734,32,22,5,0,5,14,25,5,0,0,11,-0.8,45,150,156,0.213,0.032,0.237,0.347,0.584,0.133,-7.6,60
12859,2024,James McCann,68,14,1,9,33,37,22,1,4,301,332,.226,.287,.369,.656,50,33,9,0,8,27,31,13,0,1,23,0.2,66,214,233,0.234,0.0559999999999999,0.279,0.388,0.667,0.154,-4.1,89
21622,2024,Jake McCarthy,92,15,4,8,53,37,32,3,25,349,391,.264,.334,.398,.732,126,98,13,7,8,66,56,31,5,25,65,3.0,142,442,495,0.285,0.063,0.349,0.4,0.749,0.115,7.6,110
19599,2024,Chas McCormick,108,17,2,20,60,64,44,1,12,415,469,.260,.339,.455,.794,51,39,6,1,5,32,27,17,1,8,20,-0.2,94,242,267,0.211,0.064,0.271,0.306,0.576,0.095,-11.4,66
9847,2024,Andrew McCutchen,101,21,0,16,59,56,61,0,9,424,495,.238,.337,.401,.738,104,65,18,1,20,66,50,58,0,3,66,0.5,120,448,515,0.232,0.113,0.328,0.411,0.739,0.179,5.9,105
15674,2024,Reese McGuire,78,18,1,5,33,29,21,3,3,298,330,.262,.315,.379,.694,29,23,3,0,3,10,18,13,1,3,12,0.2,53,139,158,0.209,0.0819999999999999,0.28,0.295,0.575,0.086,-6.6,60
19928,2024,Ryan McKenna,61,14,1,6,38,30,24,3,6,254,287,.240,.313,.374,.687,3,1,0,0,2,4,2,1,0,1,3,-0.1,13,14,15,0.214,0.067,0.267,0.643,0.91,0.429,0.8,158
19392,2024,Zach McKinstry,99,20,4,12,56,44,40,2,14,428,478,.231,.301,.381,.682,64,41,14,5,4,32,23,24,0,16,28,1.1,118,297,325,0.215,0.074,0.277,0.337,0.614,0.121,-10.4,75
15112,2024,Ryan McMahon,126,27,2,21,72,70,58,0,7,508,573,.248,.327,.433,.760,137,89,28,0,20,68,65,69,0,4,78,1.9,153,567,645,0.242,0.107,0.325,0.397,0.722,0.155,2.7,89
15362,2024,Jeff McNeil,148,28,2,11,70,56,39,1,8,525,583,.282,.345,.406,.751,101,63,26,0,12,57,44,35,1,5,53,1.3,129,424,472,0.238,0.074,0.308,0.384,0.692,0.146,-2.5,97
23986,2024,Curtis Mead,57,11,1,7,32,26,21,0,4,220,246,.259,.333,.414,.747,29,25,3,0,1,10,7,6,0,2,10,-0.3,38,122,132,0.238,0.045,0.282,0.287,0.569,0.049,-5.8,67
23800,2024,Parker Meadows,60,11,2,8,36,30,28,0,10,240,273,.250,.333,.413,.746,66,39,12,6,9,39,28,25,1,9,37,2.1,82,270,298,0.244,0.084,0.31,0.433,0.743,0.189,2.6,111
22197,2024,MJ Melendez,116,25,4,17,63,61,61,0,6,487,554,.238,.324,.411,.734,85,42,23,3,17,44,44,35,0,4,46,-0.3,135,412,451,0.206,0.078,0.273,0.4,0.674,0.194,-6.6,85
14366,2024,Joey Meneses,142,30,1,16,65,74,36,0,3,508,553,.280,.330,.437,.767,65,51,11,0,3,19,42,21,0,2,25,-1.0,76,281,313,0.231,0.067,0.291,0.302,0.593,0.071,-11.7,68
11281,2024,Whit Merrifield,133,27,1,11,68,60,36,0,23,505,551,.263,.312,.386,.698,65,49,9,3,4,44,15,35,4,17,32,0.4,95,293,335,0.222,0.104,0.311,0.314,0.625,0.092,-7.2,80
27845,2024,Matt Mervis,52,10,1,8,28,30,22,0,4,224,250,.232,.308,.393,.701,3,2,1,0,0,1,3,1,0,0,-1,-0.4,9,26,28,0.115,0.036,0.148,0.154,0.302,0.038,-3.9,-15
20308,2024,Jake Meyers,84,18,2,11,46,44,28,1,7,350,387,.240,.306,.397,.703,101,65,20,3,13,51,61,35,3,11,49,2.0,148,461,513,0.219,0.068,0.286,0.36,0.646,0.141,-10.6,86
25643,2024,Drew Millas,50,10,1,7,25,28,20,1,4,192,217,.260,.335,.432,.767,14,12,1,0,1,7,1,5,0,4,6,0.3,20,57,62,0.246,0.081,0.306,0.316,0.622,0.07,-1.5,78
24655,2024,Owen Miller,92,21,1,8,43,42,27,0,9,368,404,.250,.304,.378,.682,5,4,1,0,0,2,3,0,0,0,0,-0.2,14,27,27,0.185,0.0,0.185,0.222,0.407,0.037,-2.9,8
20538,2024,JosÃ© Miranda,76,15,0,10,33,41,22,0,2,296,324,.257,.318,.409,.727,114,73,28,4,9,44,49,18,0,2,56,1.1,121,401,429,0.284,0.042,0.322,0.441,0.763,0.157,6.1,115
27555,2024,Garrett Mitchell,57,10,1,8,32,29,22,1,9,217,243,.263,.333,.429,.762,50,27,12,3,8,33,21,25,2,11,34,1.8,69,196,224,0.255,0.1119999999999999,0.342,0.469,0.812,0.214,7.4,126
19455,2024,Andruw Monasterio,83,16,1,7,45,37,32,0,8,319,358,.260,.333,.382,.716,26,20,5,0,1,14,16,16,0,6,12,-0.3,59,125,142,0.208,0.113,0.303,0.272,0.575,0.064,-5.1,68
17232,2024,YoÃ¡n Moncada,94,21,1,12,47,48,38,0,3,378,422,.249,.322,.405,.727,11,7,3,1,0,4,0,5,0,1,6,0.3,12,40,45,0.275,0.111,0.356,0.4,0.756,0.125,0.8,117
19956,2024,Mickey Moniak,89,19,2,14,44,47,20,1,7,347,373,.256,.304,.444,.748,86,53,17,2,14,48,49,21,0,8,39,0.1,124,392,418,0.219,0.05,0.266,0.38,0.646,0.161,-10.0,79
20543,2024,Elehuris Montero,85,21,2,13,48,46,23,0,3,342,372,.249,.303,.436,.739,46,32,10,0,4,23,28,20,0,0,18,-1.9,67,224,247,0.205,0.081,0.267,0.304,0.571,0.098,-11.2,48
18042,2024,Dylan Moore,58,13,2,10,39,34,32,0,16,266,308,.218,.317,.395,.712,74,37,23,4,10,53,42,53,1,32,50,2.4,135,368,441,0.201,0.12,0.32,0.367,0.687,0.166,-1.6,105
21897,2024,Christopher Morel,103,20,3,22,64,64,41,2,9,410,457,.251,.322,.476,.798,105,70,11,3,21,56,60,61,0,8,57,-1.0,152,535,611,0.196,0.1,0.288,0.346,0.634,0.15,-14.6,82
22664,2024,Gabriel Moreno,102,19,1,10,43,52,32,0,7,357,397,.286,.345,.429,.774,81,57,18,1,5,39,45,41,0,3,45,2.5,97,305,351,0.266,0.1169999999999999,0.353,0.38,0.734,0.115,4.1,107
18373,2024,Ryan Mountcastle,118,22,1,21,62,72,38,0,5,448,496,.263,.323,.458,.780,128,83,30,2,13,54,63,27,0,3,61,1.5,124,473,507,0.271,0.053,0.308,0.425,0.733,0.154,2.2,108
17929,2024,Cedric Mullins,115,25,3,17,63,58,42,1,23,442,495,.260,.329,.446,.774,104,67,16,3,18,69,54,41,2,32,58,2.3,147,444,499,0.234,0.0819999999999999,0.305,0.405,0.71,0.171,0.0,105
13301,2024,Max Muncy,101,20,1,28,79,83,76,0,3,458,546,.221,.336,.452,.788,55,23,17,0,15,47,48,45,0,1,46,2.4,73,237,293,0.232,0.154,0.358,0.494,0.852,0.262,12.2,135
19352,2024,Sean Murphy,102,25,1,18,60,63,47,0,2,417,480,.245,.338,.439,.776,45,29,5,1,10,19,25,27,0,0,25,0.8,72,233,264,0.193,0.102,0.284,0.352,0.636,0.159,-6.1,78
13499,2024,Tom Murphy,62,13,0,11,35,30,28,0,2,249,284,.249,.327,.434,.761,4,2,1,0,1,3,2,4,0,0,1,-0.5,13,34,38,0.118,0.105,0.211,0.235,0.446,0.118,-3.2,30
22054,2024,Dane Myers,55,11,1,7,30,29,17,0,5,213,235,.258,.316,.418,.734,25,15,6,1,3,17,19,8,0,4,15,0.7,44,95,108,0.263,0.074,0.333,0.442,0.775,0.179,2.1,112
13338,2024,Omar NarvÃ¡ez,63,13,1,7,31,29,28,1,2,267,303,.236,.312,.371,.683,10,8,2,0,0,4,5,3,1,0,0,-1.0,28,65,69,0.154,0.043,0.191,0.185,0.376,0.031,-7.7,8
21865,2024,Bo Naylor,69,16,1,13,43,42,35,0,7,277,316,.249,.338,.455,.792,71,46,10,2,13,39,39,29,2,6,32,1.6,123,354,389,0.201,0.075,0.264,0.35,0.614,0.15,-13.0,74
18839,2024,Josh Naylor,127,29,0,18,54,80,37,0,9,451,497,.282,.339,.466,.805,137,79,27,0,31,84,108,58,0,6,85,2.3,152,563,633,0.243,0.092,0.32,0.456,0.776,0.213,10.9,118
31347,2024,Zach Neto,79,19,1,11,45,42,27,1,7,322,365,.245,.324,.413,.737,135,77,34,1,23,70,77,39,4,30,80,3.5,155,542,602,0.249,0.065,0.318,0.443,0.761,0.194,9.6,114
17893,2024,Tyler Nevin,55,10,1,7,31,29,28,0,3,238,274,.231,.321,.370,.691,50,33,10,0,7,22,20,25,0,1,25,-0.4,87,245,278,0.204,0.09,0.288,0.331,0.618,0.127,-7.6,82
12927,2024,Brandon Nimmo,144,27,5,18,84,60,67,2,5,526,608,.274,.366,.447,.813,128,77,25,3,23,88,90,77,0,15,83,2.7,151,571,663,0.224,0.1159999999999999,0.327,0.399,0.727,0.175,5.5,109
23312,2024,Ryan Noda,90,20,1,15,57,51,61,0,5,377,448,.239,.355,.416,.771,13,8,4,0,1,8,4,14,1,0,5,-0.6,36,95,111,0.137,0.126,0.255,0.211,0.465,0.074,-7.8,44
21454,2024,Lars Nootbaar,106,22,2,17,71,53,64,1,10,416,486,.255,.354,.440,.794,85,52,18,3,12,39,45,52,1,7,54,1.7,109,348,405,0.244,0.128,0.342,0.417,0.758,0.172,6.7,114
16442,2024,Ryan O'Hearn,96,19,2,13,47,55,23,1,5,367,399,.262,.310,.431,.740,117,78,21,3,15,60,59,46,0,3,66,1.7,142,443,494,0.264,0.093,0.334,0.427,0.761,0.163,7.9,119
24729,2024,Logan O'Hoppe,69,12,1,15,37,41,25,0,3,271,301,.255,.322,.472,.795,117,79,17,1,20,64,56,33,1,2,61,2.1,136,479,522,0.244,0.063,0.303,0.409,0.712,0.165,0.4,101
15711,2024,Tyler O'Neill,83,16,1,16,51,48,34,0,11,330,371,.252,.326,.452,.778,99,50,18,0,31,74,61,53,0,4,74,2.5,113,411,473,0.241,0.1119999999999999,0.336,0.511,0.847,0.27,18.8,131
15711,2024,Tyler O'Neill,83,16,1,16,51,48,34,0,11,330,371,.252,.326,.452,.778,99,50,18,0,31,74,61,53,0,4,74,2.5,113,411,473,0.241,0.1119999999999999,0.336,0.511,0.847,0.27,18.8,131
19755,2024,Shohei Ohtani,135,25,6,35,87,85,74,0,17,484,566,.279,.377,.572,.949,197,98,38,7,54,134,130,81,0,59,156,9.1,159,636,731,0.31,0.111,0.39,0.646,1.036,0.336,70.8,181
19755,2024,Shohei Ohtani,135,25,6,35,87,85,74,0,17,484,566,.279,.377,.572,.949,197,98,38,7,54,134,130,81,0,59,156,9.1,159,636,731,0.31,0.111,0.39,0.646,1.036,0.336,70.8,181
19698,2024,Edward Olivares,99,21,2,13,52,42,27,1,10,373,410,.265,.324,.437,.761,39,30,4,0,5,22,23,16,0,1,18,-0.9,55,174,196,0.224,0.0819999999999999,0.291,0.333,0.624,0.109,-5.3,73
14344,2024,Matt Olson,144,31,1,38,95,105,78,0,3,541,630,.266,.361,.538,.899,148,81,37,1,29,78,98,71,0,0,96,2.6,162,600,685,0.247,0.104,0.333,0.457,0.79,0.21,16.1,117
24597,2024,Jonathan Ornelas,46,9,1,7,27,24,18,0,4,182,204,.253,.328,.429,.757,8,6,2,0,0,1,3,2,1,0,2,-0.2,18,37,40,0.216,0.05,0.256,0.27,0.527,0.054,-2.4,49
25493,2024,Joey Ortiz,49,10,1,6,27,26,17,0,4,196,217,.250,.313,.403,.716,105,63,25,6,11,58,60,56,3,11,63,3.1,142,440,511,0.239,0.11,0.329,0.398,0.726,0.159,3.5,104
24770,2024,James Outman,108,17,2,19,73,61,55,0,13,418,485,.258,.355,.445,.800,20,12,4,0,4,12,11,16,0,2,10,-0.3,53,136,156,0.147,0.103,0.256,0.265,0.521,0.118,-8.6,54
10324,2024,Marcell Ozuna,123,23,1,29,69,76,46,0,3,494,547,.249,.315,.476,.791,183,113,31,0,39,96,104,74,0,1,127,4.7,162,606,688,0.302,0.108,0.378,0.546,0.925,0.244,46.7,154
19948,2024,Cristian Pache,53,11,2,6,29,27,21,2,4,247,274,.215,.280,.348,.629,33,23,8,1,1,13,16,17,0,1,12,0.0,88,165,183,0.2,0.093,0.273,0.279,0.552,0.079,-8.9,56
19818,2024,Joshua Palacios,74,13,2,11,40,44,21,2,7,308,337,.240,.296,.403,.698,15,11,2,0,2,10,9,10,0,1,9,0.1,23,67,78,0.224,0.128,0.333,0.343,0.677,0.119,-0.2,93
24589,2024,Richie Palacios,60,13,1,8,27,32,21,1,5,237,263,.253,.319,.418,.737,59,45,8,1,5,46,21,45,0,19,35,1.3,92,264,316,0.223,0.142,0.346,0.318,0.664,0.095,-1.9,101
24589,2024,Richie Palacios,60,13,1,8,27,32,21,1,5,237,263,.253,.319,.418,.737,59,45,8,1,5,46,21,45,0,19,35,1.3,92,264,316,0.223,0.142,0.346,0.318,0.664,0.095,-1.9,101
20036,2024,Isaac Paredes,111,23,1,26,67,77,56,0,3,455,524,.244,.340,.470,.811,129,84,25,1,19,64,80,76,0,1,84,3.4,153,542,641,0.238,0.119,0.346,0.393,0.739,0.155,8.9,117
26420,2024,Kyren Paris,47,9,1,6,27,24,20,1,7,198,223,.237,.315,.384,.699,6,3,2,0,1,4,5,7,0,1,2,-0.5,21,51,59,0.118,0.119,0.224,0.216,0.44,0.098,-4.9,28
27676,2024,Vinnie Pasquantino,85,18,0,12,37,38,37,0,3,317,360,.268,.350,.438,.788,130,79,30,2,19,64,97,40,1,1,71,1.5,131,496,554,0.262,0.072,0.315,0.446,0.76,0.183,6.4,108
11899,2024,Joc Pederson,99,18,3,18,59,61,47,0,3,397,456,.249,.336,.446,.782,101,60,17,1,23,62,64,55,1,7,82,3.0,132,367,449,0.275,0.122,0.393,0.515,0.908,0.24,29.2,151
24273,2024,Liover Peguero,71,10,1,10,35,38,23,2,8,279,307,.254,.316,.405,.721,2,1,1,0,0,0,2,0,0,0,0,-0.1,3,10,10,0.2,0.0,0.2,0.3,0.5,0.1,-0.8,31
21636,2024,Jeremy PeÃ±a,138,26,2,16,75,59,36,1,13,523,573,.264,.318,.413,.731,160,115,28,2,15,78,70,25,3,20,73,2.8,157,602,650,0.266,0.038,0.308,0.394,0.701,0.128,-2.7,100
22823,2024,Oswald Peraza,65,14,1,7,33,29,25,0,7,269,301,.242,.319,.379,.698,2,1,0,0,1,2,1,1,0,0,1,0.1,4,10,11,0.2,0.091,0.273,0.5,0.773,0.3,0.2,115
22799,2024,Geraldo Perdomo,100,18,3,8,67,48,57,10,13,423,498,.236,.333,.350,.683,92,66,21,2,3,61,37,36,7,9,48,2.0,98,337,388,0.273,0.093,0.344,0.374,0.718,0.101,2.2,101
7304,2024,Salvador PÃ©rez,128,22,1,26,60,82,24,0,2,497,537,.258,.302,.463,.765,160,105,28,0,27,58,104,44,0,0,89,3.2,158,590,652,0.271,0.067,0.33,0.456,0.786,0.185,13.0,115
19921,2024,Blake Perkins,60,13,1,8,41,34,31,2,7,248,284,.242,.330,.399,.729,92,71,13,2,6,54,43,42,0,23,43,1.6,121,383,434,0.24,0.0969999999999999,0.316,0.332,0.647,0.091,-7.7,83
12325,2024,Jace Peterson,90,15,3,10,49,45,47,2,15,391,448,.230,.317,.361,.677,1,1,0,0,0,2,1,3,0,0,-1,-0.4,14,22,26,0.045,0.115,0.154,0.045,0.199,0.0,-4.1,-36
19859,2024,RenÃ© Pinto,60,10,1,10,28,34,16,0,3,241,261,.249,.300,.423,.723,9,4,3,0,2,5,6,4,1,0,6,0.0,19,42,49,0.214,0.0819999999999999,0.292,0.429,0.72,0.214,0.0,106
13152,2024,Jorge Polanco,93,20,1,17,53,57,43,0,6,366,416,.254,.334,.454,.788,89,62,11,0,16,43,45,46,0,4,46,0.3,118,417,469,0.213,0.098,0.296,0.355,0.651,0.141,-8.7,92
10815,2024,Jurickson Profar,112,27,2,11,62,49,55,1,6,461,526,.243,.328,.382,.709,158,105,29,0,24,94,85,76,5,10,108,4.3,158,564,668,0.28,0.114,0.38,0.459,0.839,0.179,29.6,139
